,policyID
11289,169390
11290,964634
11291,198525
11292,536414
11293,721657
11294,527425
11295,429571
11296,292378
11297,668065
11298,312042
11299,916939
11300,790656
11301,283590
11302,610159
11303,486421
11304,945096
11305,399038
11306,367827
11307,579830
11308,306050
11309,264110
11310,635501
11311,238242
11312,299763
11313,979896
11314,461666
11315,807804
11316,211173
11317,959466
11318,231532
11319,770470
11320,294229
11321,774741
11322,139991
11323,693820
11324,989069
11325,804053
11326,483810
11327,604953
11328,741671
11329,155003
11330,424544
11331,427227
11332,914107
11333,357509
11334,192429
11335,183250
11336,106282
11337,732266
11338,332303
11339,862049
11340,805179
11341,270133
11342,324098
11343,308001
11344,964793
11345,925188
11346,244068
11347,142480
11348,631264
11349,109567
11350,436907
11351,351895
11352,359580
11353,285385
11354,829699
11355,430448
11356,992607
11357,503381
11358,126134
11359,447229
11360,447474
11361,876796
11362,559664
11363,168946
11364,940004
11365,841937
11366,462164
11367,731298
11368,887745
11369,664130
11370,878508
11371,457960
11372,829503
11373,483922
11374,831205
11375,586857
11376,260410
11377,767388
11378,411732
11379,780941
11380,207071
11381,218694
11382,243854
11383,608442
11384,456720
11385,178194
11386,865159
11387,601654
11388,913647
11389,276766
11390,159726
11391,636308
11392,902378
11393,644508
11394,938058
11395,789878
11396,608728
11397,566075
11398,294096
11399,391242
11400,779894
11401,531533
11402,854363
11403,558161
11404,156671
11405,182153
11406,947656
11407,852607
11408,826611
11409,772188
11410,211810
11411,961787
11412,554250
11413,429564
11414,745859
11415,750464
11416,354954
11417,709542
11418,606580
11419,498816
11420,525008
11421,156299
11422,812058
11423,250218
11424,183179
11425,368263
11426,886923
11427,859408
11428,258050
11429,963534
11430,392422
11431,426607
11432,587737
11433,166275
11434,446151
11435,757424
11436,435954
11437,949303
11438,755023
11439,867885
11440,942889
11441,412509
11442,553687
11443,447026
11444,903968
11445,734331
11446,827598
11447,707219
11448,788927
11449,947337
11450,673112
11451,358311
11452,603345
11453,968941
11454,135329
11455,220344
11456,693063
11457,620982
11458,343063
11459,390550
11460,799838
11461,293920
11462,732968
11463,344472
11464,129179
11465,794736
11466,450796
11467,919820
11468,681429
11469,265561
11470,853924
11471,288417
11472,173470
11473,562608
11474,310267
11475,425288
11476,394177
11477,585522
11478,298309
11479,398741
11480,509160
11481,889314
11482,968405
11483,521895
11484,171129
11485,413886
11486,889141
11487,737163
11488,234164
11489,695478
11490,896742
11491,544538
11492,139386
11493,838550
11494,516594
11495,906860
11496,845265
11497,505270
11498,298990
11499,828240
11500,811501
11501,412498
11502,591326
11503,764777
11504,881702
11505,996356
11506,603053
11507,163770
11508,150253
11509,250831
11510,559942
11511,451903
11512,920929
11513,310100
11514,435102
11515,204719
11516,411022
11517,338711
11518,915565
11519,671785
11520,503920
11521,732828
11522,125058
11523,327351
11524,876405
11525,204060
11526,248138
11527,712038
11528,903500
11529,431606
11530,751058
11531,310467
11532,820709
11533,255982
11534,267354
11535,264809
11536,647621
11537,732722
11538,463986
11539,823084
11540,807540
11541,767260
11542,614268
11543,106764
11544,155995
11545,101438
11546,641492
11547,580551
11548,637588
11549,347052
11550,687356
11551,733020
11552,334542
11553,328236
11554,922466
11555,314937
11556,275117
11557,195767
11558,260892
11559,230842
11560,438770
11561,773092
11562,731372
11563,128514
11564,869060
11565,793337
11566,879888
11567,651855
11568,816548
11569,255186
11570,891174
11571,764421
11572,212589
11573,501355
11574,967607
11575,298040
11576,331224
11577,395689
11578,626320
11579,517850
11580,602231
11581,528973
11582,661379
11583,510961
11584,293174
11585,241412
11586,842297
11587,775327
11588,967123
11589,527311
11590,483107
11591,449978
11592,896552
11593,920389
11594,647733
11595,605217
11596,293281
11597,400331
11598,127276
11599,947492
11600,514143
11601,979112
11602,140442
11603,916108
11604,203143
11605,813448
11606,545946
11607,623239
11608,856786
11609,864986
11610,783495
11611,575748
11612,137274
11613,307837
11614,415003
11615,124570
11616,883195
11617,523950
11618,248273
11619,378198
11620,729623
11621,497108
11622,680585
11623,345374
11624,418995
11625,119373
11626,604444
11627,309039
11628,380341
11629,163451
11630,115896
11631,340233
11632,511210
11633,407381
11634,804005
11635,765808
11636,458119
11637,360091
11638,417359
11639,549898
11640,993018
11641,432060
11642,988990
11643,809577
11644,853211
11645,532102
11646,806139
11647,428712
11648,600765
11649,243050
11650,106813
11651,155276
11652,348028
11653,239098
11654,542061
11655,694722
11656,334023
11657,940827
11658,887560
11659,293561
11660,511700
11661,754963
11662,266568
11663,207674
11664,864396
11665,950846
11666,210918
11667,730888
11668,622614
11669,888373
11670,706188
11671,743318
11672,137430
11673,222214
11674,116373
11675,727787
11676,752275
11677,707335
11678,452968
11679,559984
11680,715867
11681,711539
11682,550965
11683,524379
11684,987572
11685,491880
11686,246956
11687,669400
11688,511386
11689,621385
11690,277138
11691,266167
11692,868307
11693,410566
11694,976742
11695,774540
11696,492709
11697,926868
11698,105173
11699,380185
11700,525920
11701,506760
11702,585284
11703,198801
11704,541921
11705,761227
11706,519023
11707,941302
11708,903568
11709,228432
11710,717110
11711,870830
11712,721848
11713,924480
11714,825289
11715,517037
11716,283436
11717,869166
11718,738831
11719,379851
11720,773046
11721,602622
11722,766456
11723,867603
11724,903517
11725,171418
11726,735593
11727,722410
11728,430574
11729,671413
11730,369778
11731,112916
11732,733872
11733,777592
11734,290038
11735,931452
11736,330372
11737,918425
11738,977290
11739,290135
11740,699220
11741,597312
11742,884309
11743,688276
11744,656647
11745,405268
11746,751181
11747,544232
11748,419259
11749,577072
11750,192115
11751,429476
11752,406536
11753,501643
11754,274706
11755,363474
11756,125893
11757,754844
11758,308454
11759,635841
11760,266635
11761,594311
11762,857709
11763,118424
11764,230678
11765,334410
11766,449697
11767,548135
11768,732503
11769,796310
11770,481639
11771,294460
11772,268508
11773,235188
11774,132256
11775,170337
11776,257109
11777,478228
11778,811528
11779,595311
11780,701945
11781,411000
11782,348601
11783,247765
11784,407743
11785,354029
11786,636750
11787,510237
11788,376459
11789,923186
11790,738548
11791,984464
11792,973699
11793,257114
11794,433703
11795,229226
11796,896669
11797,755666
11798,620235
11799,940773
11800,171169
11801,849978
11802,152292
11803,644482
11804,925060
11805,184327
11806,285465
11807,110322
11808,130834
11809,103072
11810,664656
11811,203828
11812,732592
11813,315824
11814,940796
11815,931504
11816,393907
11817,633860
11818,511402
11819,162028
11820,331283
11821,647462
11822,901149
11823,236140
11824,116135
11825,557938
11826,489026
11827,817269
11828,936859
11829,592936
11830,114860
11831,435008
11832,365567
11833,366017
11834,669105
11835,239146
11836,401893
11837,236390
11838,765219
11839,871354
11840,540473
11841,483658
11842,577025
11843,750617
11844,654255
11845,959631
11846,738079
11847,390988
11848,534428
11849,672105
11850,783560
11851,514386
11852,562640
11853,273256
11854,603831
11855,811928
11856,784804
11857,268541
11858,745646
11859,551538
11860,144060
11861,854791
11862,680088
11863,381975
11864,977481
11865,968395
11866,310900
11867,847798
11868,136045
11869,184223
11870,752812
11871,813537
11872,758391
11873,774331
11874,844778
11875,219166
11876,456785
11877,803297
11878,974165
11879,893575
11880,202449
11881,435273
11882,975225
11883,442832
11884,666257
11885,504999
11886,673910
11887,733695
11888,251374
11889,865958
11890,869758
11891,297560
11892,308451
11893,646456
11894,462193
11895,302129
11896,964840
11897,401122
11898,890136
11899,880547
11900,609414
11901,427627
11902,845231
11903,610862
11904,609781
11905,640667
11906,836031
11907,385760
11908,627769
11909,168742
11910,246297
11911,859641
11912,813949
11913,714528
11914,645635
11915,638758
11916,607412
11917,729794
11918,847521
11919,809384
11920,575208
11921,484136
11922,713871
11923,724288
11924,400638
11925,573046
11926,203023
11927,510098
11928,913390
11929,880129
11930,501376
11931,460482
11932,360398
11933,964104
11934,997120
11935,890477
11936,492062
11937,575020
11938,252320
11939,440052
11940,443067
11941,878802
11942,506603
11943,958424
11944,129953
11945,107836
11946,869361
11947,930821
11948,133326
11949,580555
11950,314690
11951,273399
11952,598857
11953,634472
11954,107953
11955,389792
11956,990084
11957,153828
11958,585347
11959,221409
11960,453952
11961,988514
11962,908607
11963,687949
11964,254884
11965,592354
11966,335412
11967,524786
11968,444239
11969,767308
11970,353352
11971,893445
11972,537889
11973,231972
11974,660931
11975,810572
11976,452528
11977,813265
11978,629678
11979,546306
11980,343080
11981,273164
11982,488880
11983,165348
11984,775810
11985,328109
11986,337625
11987,672518
11988,823534
11989,328385
11990,656749
11991,142776
11992,961848
11993,375641
11994,264822
11995,685254
11996,367891
11997,696224
11998,266735
11999,233232
12000,245141
12001,222889
12002,628703
12003,968186
12004,319432
12005,305832
12006,230834
12007,375946
12008,619184
12009,205845
12010,597221
12011,278111
12012,265221
12013,651135
12014,552660
12015,279206
12016,713410
12017,988621
12018,710387
12019,331290
12020,312131
12021,287317
12022,264254
12023,287385
12024,464350
12025,401468
12026,721413
12027,901473
12028,440440
12029,449688
12030,977624
12031,357272
12032,987489
12033,981367
12034,424320
12035,820003
12036,361102
12037,395740
12038,821296
12039,515561
12040,229597
12041,202395
12042,241134
12043,118712
12044,730829
12045,379399
12046,362476
12047,903807
12048,693834
12049,431325
12050,570788
12051,756420
12052,157189
12053,866344
12054,864186
12055,311624
12056,840739
12057,745992
12058,855437
12059,851026
12060,188888
12061,310788
12062,496870
12063,869511
12064,220980
12065,925053
12066,434297
12067,422647
12068,848031
12069,930191
12070,609202
12071,843220
12072,286093
12073,538374
12074,398862
12075,690340
12076,653763
12077,751235
12078,996776
12079,300405
12080,425877
12081,551140
12082,428123
12083,477451
12084,337409
12085,305879
12086,113827
12087,667028
12088,636318
12089,417820
12090,158691
12091,811869
12092,161552
12093,978417
12094,814911
12095,194963
12096,587277
12097,951420
12098,287262
12099,914195
12100,732721
12101,493297
12102,977006
12103,467529
12104,909448
12105,886911
12106,356639
12107,381928
12108,271725
12109,443271
12110,944995
12111,519929
12112,169231
12113,646855
12114,936358
12115,504039
12116,296523
12117,668862
12118,698568
12119,102522
12120,398633
12121,295932
12122,394133
12123,346051
12124,876836
12125,481576
12126,524245
12127,935037
12128,476136
12129,981412
12130,468340
12131,232395
12132,838606
12133,227098
12134,175264
12135,798642
12136,896874
12137,889548
12138,660052
12139,963513
12140,129384
12141,268707
12142,168012
12143,895258
12144,841958
12145,642393
12146,638258
12147,158784
12148,969279
12149,857421
12150,715127
12151,687730
12152,888087
12153,892109
12154,725108
12155,315640
12156,165036
12157,754841
12158,662740
12159,219942
12160,115364
12161,837811
12162,697535
12163,142189
12164,650438
12165,533518
12166,106141
12167,905230
12168,525447
12169,475645
12170,927540
12171,719812
12172,570682
12173,807569
12174,411559
12175,581141
12176,205968
12177,350629
12178,114312
12179,405161
12180,160136
12181,905747
12182,449754
12183,546554
12184,317988
12185,287719
12186,672930
12187,104022
12188,295971
12189,140382
12190,670018
12191,383571
12192,944154
12193,847336
12194,314836
12195,145307
12196,406571
12197,697212
12198,419312
12199,625919
12200,838829
12201,168827
12202,945447
12203,497343
12204,964514
12205,872484
12206,417003
12207,830883
12208,879657
12209,992741
12210,475158
12211,334583
12212,107886
12213,235170
12214,642762
12215,910464
12216,200867
12217,394700
12218,878483
12219,882735
12220,950815
12221,513702
12222,453460
12223,505575
12224,964690
12225,276446
12226,229211
12227,520052
12228,940174
12229,197505
12230,433552
12231,937529
12232,340612
12233,603535
12234,632078
12235,749548
12236,217938
12237,273191
12238,196251
12239,404024
12240,855739
12241,209459
12242,662793
12243,785434
12244,402827
12245,250503
12246,371763
12247,213887
12248,718382
12249,311086
12250,770317
12251,537606
12252,706926
12253,923046
12254,517715
12255,712427
12256,394994
12257,259478
12258,784832
12259,601415
12260,930600
12261,497908
12262,282126
12263,966683
12264,168553
12265,994779
12266,193698
12267,176360
12268,202362
12269,897992
12270,383262
12271,345092
12272,367986
12273,396809
12274,553541
12275,547823
12276,302757
12277,675635
12278,392548
12279,634816
12280,680367
12281,966587
12282,401238
12283,296948
12284,382790
12285,799855
12286,338099
12287,779105
12288,633521
12289,500636
12290,608746
12291,191334
12292,684107
12293,623726
12294,862067
12295,188641
12296,465690
12297,458614
12298,779012
12299,853084
12300,135457
12301,161434
12302,980576
12303,968067
12304,226637
12305,422783
12306,414006
12307,500391
12308,196636
12309,311197
12310,573577
12311,901789
12312,322393
12313,118531
12314,117942
12315,529293
12316,138458
12317,831042
12318,508424
12319,524649
12320,597633
12321,445121
12322,656754
12323,735208
12324,776406
12325,694930
12326,718170
12327,919917
12328,904211
12329,700802
12330,474625
12331,677821
12332,825684
12333,580189
12334,217633
12335,913977
12336,129568
12337,259150
12338,761616
12339,327765
12340,559572
12341,490837
12342,570785
12343,296504
12344,779670
12345,842752
12346,368132
12347,692840
12348,317062
12349,894450
12350,322727
12351,828709
12352,548348
12353,430462
12354,830898
12355,680709
12356,319508
12357,390080
12358,423524
12359,683514
12360,441604
12361,188824
12362,107273
12363,397068
12364,627684
12365,803041
12366,665646
12367,835523
12368,996237
12369,634303
12370,568161
12371,650721
12372,665843
12373,786335
12374,457986
12375,597838
12376,425372
12377,194875
12378,214116
12379,563709
12380,120745
12381,751228
12382,852450
12383,510311
12384,271344
12385,295472
12386,781276
12387,310498
12388,798369
12389,464881
12390,145076
12391,959563
12392,184831
12393,928881
12394,369073
12395,534452
12396,536559
12397,343850
12398,653336
12399,596834
12400,452983
12401,356057
12402,688037
12403,418740
12404,117706
12405,271251
12406,368293
12407,292951
12408,934088
12409,785354
12410,843464
12411,887376
12412,671450
12413,734253
12414,270028
12415,634588
12416,179281
12417,485790
12418,354783
12419,861838
12420,347228
12421,691381
12422,144422
12423,275546
12424,294480
12425,604548
12426,289006
12427,619934
12428,978969
12429,318704
12430,633938
12431,332843
12432,699719
12433,456237
12434,649851
12435,443264
12436,639591
12437,779438
12438,736316
12439,221862
12440,603843
12441,828548
12442,979480
12443,678906
12444,688405
12445,362759
12446,582363
12447,896662
12448,880835
12449,954096
12450,109821
12451,566034
12452,858319
12453,774350
12454,957786
12455,940310
12456,513612
12457,301976
12458,272844
12459,849719
12460,126307
12461,750928
12462,731925
12463,737719
12464,459329
12465,320352
12466,968819
12467,506911
12468,287899
12469,934546
12470,373375
12471,311383
12472,255317
12473,356714
12474,258441
12475,195383
12476,636685
12477,151041
12478,184979
12479,356747
12480,499418
12481,717481
12482,831366
12483,633472
12484,100318
12485,604089
12486,180084
12487,669200
12488,377946
12489,812892
12490,401801
12491,928634
12492,826267
12493,773172
12494,856747
12495,977900
12496,764077
12497,947320
12498,932422
12499,143484
12500,773693
12501,713756
12502,608869
12503,223524
12504,219392
12505,898329
12506,653946
12507,847621
12508,724543
12509,917903
12510,663766
12511,286992
12512,577692
12513,187411
12514,311604
12515,174177
12516,213448
12517,274935
12518,948820
12519,667338
12520,179334
12521,421877
12522,628435
12523,787484
12524,775248
12525,836419
12526,661371
12527,233305
12528,964831
12529,491735
12530,599909
12531,115759
12532,103910
12533,177552
12534,127480
12535,420750
12536,526613
12537,136391
12538,934564
12539,969644
12540,182274
12541,121831
12542,701635
12543,120330
12544,383635
12545,508475
12546,680160
12547,418720
12548,577287
12549,873756
12550,176015
12551,452703
12552,128476
12553,360753
12554,648013
12555,239707
12556,693367
12557,213596
12558,577914
12559,781748
12560,302839
12561,991342
12562,679996
12563,224655
12564,497249
12565,914042
12566,602819
12567,911287
12568,458938
12569,529403
12570,321855
12571,696255
12572,295552
12573,832772
12574,752538
12575,335983
12576,187890
12577,925819
12578,134576
12579,402977
12580,514371
12581,719458
12582,859223
12583,448048
12584,879715
12585,724806
12586,242142
12587,568657
12588,970530
12589,399258
12590,915610
12591,678536
12592,573659
12593,609171
12594,599486
12595,173396
12596,750065
12597,851334
12598,516891
12599,841196
12600,976422
12601,317529
12602,781517
12603,759856
12604,766731
12605,506324
12606,266696
12607,725148
12608,427052
12609,244117
12610,553152
12611,835017
12612,133276
12613,633377
12614,747494
12615,712993
12616,577856
12617,981709
12618,722146
12619,360950
12620,769090
12621,817873
12622,338605
12623,255359
12624,734410
12625,923716
12626,923379
12627,816153
12628,110542
12629,583462
12630,372897
12631,974125
12632,273893
12633,610613
12634,429393
12635,931747
12636,938261
12637,275097
12638,963194
12639,962540
12640,318132
12641,523621
12642,176811
12643,621837
12644,730438
12645,882715
12646,612195
12647,392881
12648,549901
12649,552193
12650,870605
12651,458496
12652,390812
12653,939948
12654,688713
12655,582098
12656,238055
12657,945666
12658,216810
12659,897720
12660,616356
12661,476603
12662,369540
12663,176946
12664,151291
12665,501132
12666,764188
12667,223325
12668,602049
12669,966347
12670,869308
12671,320555
12672,717978
12673,354610
12674,131259
12675,410105
12676,732819
12677,837306
12678,697040
12679,215085
12680,236002
12681,309121
12682,687876
12683,349859
12684,429842
12685,354448
12686,131985
12687,792646
12688,334041
12689,934663
12690,183923
12691,312527
12692,638274
12693,604983
12694,725314
12695,131642
12696,845805
12697,605259
12698,340960
12699,860869
12700,485802
12701,871277
12702,125295
12703,213677
12704,785258
12705,706116
12706,118047
12707,463330
12708,427323
12709,341452
12710,932212
12711,225880
12712,450771
12713,906560
12714,938364
12715,848763
12716,599149
12717,673674
12718,148098
12719,458869
12720,347448
12721,643806
12722,251228
12723,490153
12724,849173
12725,909475
12726,827295
12727,217304
12728,734957
12729,132584
12730,849230
12731,454123
12732,741104
12733,639946
12734,460949
12735,472690
12736,547928
12737,285042
12738,155020
12739,747478
12740,498346
12741,717069
12742,517679
12743,378502
12744,931419
12745,998479
12746,305150
12747,508362
12748,529535
12749,470785
12750,466438
12751,862877
12752,514695
12753,849331
12754,698114
12755,235008
12756,608130
12757,280588
12758,232898
12759,636630
12760,232656
12761,392985
12762,800881
12763,353562
12764,425805
12765,586177
12766,552334
12767,756664
12768,182583
12769,207890
12770,985640
12771,774475
12772,478779
12773,609605
12774,534032
12775,584812
12776,910572
12777,435757
12778,589038
12779,352448
12780,401585
12781,347036
12782,418542
12783,129968
12784,933827
12785,380912
12786,351621
12787,451265
12788,135046
12789,867811
12790,392016
12791,605211
12792,329072
12793,121335
12794,695739
12795,969617
12796,331392
12797,443686
12798,510955
12799,824393
12800,706290
12801,881265
12802,229990
12803,584179
12804,763447
12805,656934
12806,559514
12807,838888
12808,960484
12809,551281
12810,596604
12811,426454
12812,721654
12813,468361
12814,279158
12815,459797
12816,541018
12817,641761
12818,297280
12819,291458
12820,844384
12821,703257
12822,859085
12823,410491
12824,943421
12825,718574
12826,932388
12827,351721
12828,309998
12829,268762
12830,424571
12831,149577
12832,532140
12833,326095
12834,651908
12835,840777
12836,307188
12837,511588
12838,607786
12839,571493
12840,191807
12841,492617
12842,844357
12843,273130
12844,208983
12845,335724
12846,611097
12847,496275
12848,851519
12849,534758
12850,828449
12851,201025
12852,411745
12853,567048
12854,796318
12855,278011
12856,715542
12857,419137
12858,324371
12859,211722
12860,893033
12861,477824
12862,804505
12863,861147
12864,270787
12865,911753
12866,342413
12867,214858
12868,314349
12869,950352
12870,373932
12871,618648
12872,246872
12873,688495
12874,695407
12875,718801
12876,194169
12877,811114
12878,310706
12879,318653
12880,664495
12881,389473
12882,380503
12883,804013
12884,868208
12885,596062
12886,722817
12887,647001
12888,482694
12889,175563
12890,536307
12891,982253
12892,702843
12893,659105
12894,302694
12895,148676
12896,622555
12897,594469
12898,388961
12899,852561
12900,464745
12901,636761
12902,221000
12903,943793
12904,743257
12905,210319
12906,808373
12907,865164
12908,116943
12909,696547
12910,148647
12911,949634
12912,454980
12913,954352
12914,873685
12915,777449
12916,600988
12917,394694
12918,110658
12919,723786
12920,765031
12921,121449
12922,917015
12923,380546
12924,166516
12925,161897
12926,202652
12927,557640
12928,529170
12929,569709
12930,251000
12931,989754
12932,237902
12933,510072
12934,326677
12935,820597
12936,800774
12937,343630
12938,787715
12939,705874
12940,313316
12941,582920
12942,857691
12943,175770
12944,136778
12945,351255
12946,536747
12947,766372
12948,614271
12949,548192
12950,951581
12951,403559
12952,932680
12953,513364
12954,516507
12955,701397
12956,165848
12957,176766
12958,212130
12959,525215
12960,515536
12961,372783
12962,199915
12963,235204
12964,842457
12965,319676
12966,150049
12967,667245
12968,398893
12969,501478
12970,462697
12971,377433
12972,795283
12973,728662
12974,494987
12975,681846
12976,659736
12977,699357
12978,218238
12979,468218
12980,256752
12981,759973
12982,634245
12983,742206
12984,212553
12985,237858
12986,970337
12987,629627
12988,376178
12989,654418
12990,626870
12991,721692
12992,780961
12993,778684
12994,610074
12995,583626
12996,365916
12997,311471
12998,764459
12999,635296
13000,883828
13001,571371
13002,945950
13003,459170
13004,500728
13005,529749
13006,267797
13007,232553
13008,534034
13009,826488
13010,855059
13011,451545
13012,445992
13013,757867
13014,993720
13015,586051
13016,849272
13017,709597
13018,955219
13019,449219
13020,860773
13021,540139
13022,483812
13023,106996
13024,227995
13025,920562
13026,868775
13027,215091
13028,228095
13029,146789
13030,462692
13031,241656
13032,942352
13033,677339
13034,259727
13035,456303
13036,147478
13037,354830
13038,264686
13039,551092
13040,660758
13041,931212
13042,776955
13043,998889
13044,532595
13045,480612
13046,219201
13047,704651
13048,452987
13049,837114
13050,432442
13051,823335
13052,825080
13053,428708
13054,252616
13055,600900
13056,529946
13057,935123
13058,646825
13059,265478
13060,995334
13061,714111
13062,401552
13063,503609
13064,571107
13065,490307
13066,714098
13067,191538
13068,689154
13069,771554
13070,911733
13071,784778
13072,473616
13073,203283
13074,920480
13075,489003
13076,938274
13077,450119
13078,859639
13079,938208
13080,851440
13081,720542
13082,725815
13083,153255
13084,464362
13085,819045
13086,506234
13087,730501
13088,266487
13089,957737
13090,567971
13091,820945
13092,760960
13093,286671
13094,741132
13095,303489
13096,436625
13097,658325
13098,477352
13099,273613
13100,564568
13101,572409
13102,770594
13103,813408
13104,302168
13105,491420
13106,135813
13107,264948
13108,891720
13109,237553
13110,575145
13111,560507
13112,959880
13113,592855
13114,197682
13115,900111
13116,934006
13117,465646
13118,184431
13119,902713
13120,823328
13121,822928
13122,589857
13123,864680
13124,854620
13125,206836
13126,536178
13127,307876
13128,479119
13129,872628
13130,491330
13131,725173
13132,237428
13133,155065
13134,483350
13135,636681
13136,885668
13137,246937
13138,803142
13139,769172
13140,786150
13141,635148
13142,608235
13143,110077
13144,300750
13145,959625
13146,478608
13147,239108
13148,289621
13149,774742
13150,250232
13151,119403
13152,631963
13153,231562
13154,837100
13155,480557
13156,682277
13157,148604
13158,401462
13159,122048
13160,165845
13161,311085
13162,988678
13163,575603
13164,369187
13165,959500
13166,786083
13167,478764
13168,600099
13169,779905
13170,515788
13171,185686
13172,755664
13173,511139
13174,816879
13175,250475
13176,683593
13177,685395
13178,511889
13179,778786
13180,867003
13181,596685
13182,656496
13183,269339
13184,368399
13185,686494
13186,261305
13187,559201
13188,756016
13189,155418
13190,226886
13191,285299
13192,761394
13193,171538
13194,579438
13195,730882
13196,666245
13197,663816
13198,816908
13199,927176
13200,118279
13201,485134
13202,621093
13203,887786
13204,976963
13205,171354
13206,223569
13207,874839
13208,163785
13209,404357
13210,356410
13211,411042
13212,579851
13213,457205
13214,348516
13215,354768
13216,553363
13217,105251
13218,859193
13219,621462
13220,798936
13221,231472
13222,945780
13223,912706
13224,816114
13225,596130
13226,984312
13227,821277
13228,309157
13229,361235
13230,102176
13231,804911
13232,772257
13233,274476
13234,762155
13235,444419
13236,712892
13237,404344
13238,859833
13239,654071
13240,307361
13241,661469
13242,994620
13243,880690
13244,194202
13245,891057
13246,165407
13247,689653
13248,421671
13249,163087
13250,401329
13251,976110
13252,377423
13253,434445
13254,721467
13255,852040
13256,983805
13257,122310
13258,261195
13259,848059
13260,144058
13261,310058
13262,765474
13263,883938
13264,240987
13265,835954
13266,720821
13267,393237
13268,322494
13269,894219
13270,893303
13271,457288
13272,491403
13273,115431
13274,172352
13275,237304
13276,234391
13277,946028
13278,329300
13279,483441
13280,858092
13281,300231
13282,316711
13283,921064
13284,336959
13285,627073
13286,895145
13287,388300
13288,812333
13289,859869
13290,593324
13291,644121
13292,160039
13293,703203
13294,365592
13295,289109
13296,808360
13297,483430
13298,358365
13299,832045
13300,877579
13301,216963
13302,278651
13303,616774
13304,612246
13305,374166
13306,712863
13307,705303
13308,373967
13309,765408
13310,545674
13311,239693
13312,335372
13313,330661
13314,650664
13315,164670
13316,634378
13317,166999
13318,300043
13319,764059
13320,953798
13321,118244
13322,333214
13323,176688
13324,222903
13325,969860
13326,933212
13327,199057
13328,836993
13329,185450
13330,546692
13331,606527
13332,586085
13333,941167
13334,199260
13335,701169
13336,354627
13337,471937
13338,263739
13339,730985
13340,840155
13341,155530
13342,612132
13343,963349
13344,176747
13345,392601
13346,699770
13347,726228
13348,671691
13349,779977
13350,543354
13351,497564
13352,654881
13353,755035
13354,886592
13355,791261
13356,652130
13357,856030
13358,486781
13359,618053
13360,877361
13361,972305
13362,288271
13363,890003
13364,676482
13365,879141
13366,514626
13367,756143
13368,999424
13369,230644
13370,876477
13371,951042
13372,670389
13373,164058
13374,510604
13375,478792
13376,243752
13377,851020
13378,182673
13379,541334
13380,616328
13381,519783
13382,600167
13383,264671
13384,409207
13385,554958
13386,363340
13387,498935
13388,293969
13389,814459
13390,727075
13391,817653
13392,718623
13393,310790
13394,159593
13395,775010
13396,648960
13397,361458
13398,143067
13399,146900
13400,466674
13401,504083
13402,379694
13403,661051
13404,187176
13405,193314
13406,458516
13407,244822
13408,616221
13409,419231
13410,917214
13411,965557
13412,969374
13413,572492
13414,421020
13415,995546
13416,752259
13417,753175
13418,776853
13419,461913
13420,440045
13421,795751
13422,285169
13423,321172
13424,573495
13425,879861
13426,112629
13427,366994
13428,399470
13429,734605
13430,122952
13431,243056
13432,648436
13433,677798
13434,387956
13435,177928
13436,265477
13437,322290
13438,384514
13439,959656
13440,612422
13441,938296
13442,168206
13443,380689
13444,463932
13445,733779
13446,818094
13447,583792
13448,894451
13449,145629
13450,510984
13451,349812
13452,251841
13453,957195
13454,861368
13455,273419
13456,738362
13457,692909
13458,503820
13459,316133
13460,616756
13461,728790
13462,764191
13463,819056
13464,779030
13465,571286
13466,497986
13467,656847
13468,226480
13469,715321
13470,351620
13471,863121
13472,487587
13473,745711
13474,893967
13475,649463
13476,489621
13477,836196
13478,694288
13479,196260
13480,331498
13481,737724
13482,429355
13483,306671
13484,218723
13485,224676
13486,782922
13487,353584
13488,249361
13489,185772
13490,136126
13491,548621
13492,440570
13493,786800
13494,809737
13495,196715
13496,218364
13497,627633
13498,271106
13499,435043
13500,157386
13501,438887
13502,716649
13503,648372
13504,204172
13505,723554
13506,170335
13507,233026
13508,199361
13509,418008
13510,478646
13511,174298
13512,604468
13513,350102
13514,636113
13515,686562
13516,457399
13517,253344
13518,768526
13519,999245
13520,911917
13521,990634
13522,359483
13523,883381
13524,560153
13525,866156
13526,680676
13527,252874
13528,439975
13529,268333
13530,547957
13531,627897
13532,519093
13533,742864
13534,378139
13535,475712
13536,831426
13537,923788
13538,856260
13539,278533
13540,135077
13541,604815
13542,123581
13543,830561
13544,567945
13545,304010
13546,202453
13547,920181
13548,186980
13549,350034
13550,292859
13551,286864
13552,820966
13553,756126
13554,617621
13555,950327
13556,796959
13557,270198
13558,809530
13559,474787
13560,260965
13561,613939
13562,508003
13563,638040
13564,826497
13565,137757
13566,906943
13567,758044
13568,387570
13569,310787
13570,522718
13571,811358
13572,938787
13573,526670
13574,784023
13575,301634
13576,494946
13577,758160
13578,766616
13579,868103
13580,336918
13581,660395
13582,830137
13583,294961
13584,275404
13585,427841
13586,206910
13587,293419
13588,471258
13589,503573
13590,315552
13591,514824
13592,915840
13593,279269
13594,820027
13595,247449
13596,363825
13597,101567
13598,528150
13599,430529
13600,123698
13601,346056
13602,585947
13603,298695
13604,273547
13605,823212
13606,628930
13607,116079
13608,194842
13609,689253
13610,997017
13611,443000
13612,768033
13613,929654
13614,576468
13615,423190
13616,159022
13617,150094
13618,735159
13619,144780
13620,964491
